year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
1990,VNM,Hà Huy,Tài,3,1,1,3,2,1,11,216,
1990,CUB,Julio,Cesar Exposito Garcia,1,2,2,3,1,1,10,225,
1990,CUB,Alien Herrera,Torres,4,1,1,2,1,1,10,225,
1990,CYP,Panayiotis,Georgiou,3,3,1,1,2,0,10,225,
1990,PRK,Chol,Nam Chong,4,1,2,1,1,1,10,225,
1990,IDN,Nur,Aditya Buana,4,0,2,1,2,1,10,225,
1990,JPN,Kenichi,Kono,4,1,1,2,1,1,10,225,
1990,MAR,Youssfi,Chrif,1,2,3,2,2,0,10,225,
1990,NLD,Quintijn,Puite,0,7,1,1,1,0,10,225,Honourable mention
1990,POL,Krzysztof,Frączek,1,0,1,7,1,0,10,225,Honourable mention
1990,POR,Diogo Luis Aguiar Gomes,Castro Vasconcelos,0,2,1,6,1,0,10,225,
1990,SWE,Gunnar,Andersson,0,3,2,0,4,1,10,225,
1990,SWE,Frank,Wikström,0,3,1,3,2,1,10,225,
1990,TUR,Arafat,Şahin,2,1,2,2,2,1,10,225,
1990,YUG,Vanja,Dunjić,0,1,3,3,3,0,10,225,
1990,BAH,Aymen,Hassan Al-Sayrafi,0,0,3,1,5,0,9,239,
1990,COL,Madronero,Javier,1,1,1,3,2,1,9,239,
1990,COL,Juan Carlos,Vera,1,1,2,2,2,1,9,239,
1990,CYP,Nicolaos,Toumbas,2,3,1,2,1,0,9,239,
1990,FIN,Jari,Lappalainen,4,2,1,2,0,0,9,239,
1990,HEL,Dimitrios,Dimopoulos,1,3,1,1,3,0,9,239,
1990,IDN,Welni,Hendra,2,1,3,0,3,0,9,239,
1990,IRL,David James,Galvin,0,2,1,2,4,0,9,239,
1990,IRN,Hamid,Reza Davoodi,1,1,1,2,4,0,9,239,
1990,JPN,Atsushi,Kitaueda,1,0,2,1,5,0,9,239,
1990,MAC,Fong,I Che,4,0,1,1,1,2,9,239,
1990,MEX,Christian,Lelong Imaz,1,2,1,1,3,1,9,239,
1990,MEX,Luis Fernando,Rodríguez Acosta,0,1,0,1,6,1,9,239,
1990,MAR,Bennant Mohamed,Karim,1,0,3,2,3,0,9,239,
1990,NLD,Erjen,Lefeber,0,0,1,1,6,1,9,239,
1990,NZL,Philip,Saysell,0,1,1,0,7,0,9,239,Honourable mention
1990,THA,Jen,Jootar,1,0,3,2,2,1,9,239,
1990,TUR,Özcan,Öztürk,1,0,2,3,2,1,9,239,
1990,CYP,Miltos,Kambourides,0,1,2,0,3,2,8,257,
1990,IDN,Ivo,?,4,0,2,1,0,1,8,257,
1990,ISR,Uri,Bader,0,3,1,2,2,0,8,257,
1990,KWT,Shaima,Al-Ghunaim,2,0,2,4,0,0,8,257,
1990,MNG,Zorigt,Ulzibat,0,7,0,1,0,0,8,257,Honourable mention
1990,MAR,Jbira,Arouggou,1,1,0,2,3,1,8,257,
1990,PHI,Jonathan,Sy,0,0,1,1,6,0,8,257,
1990,POR,Francisco Pedro,Pereira,0,3,2,0,3,0,8,257,
1990,THA,Thunyachate,Ekvetchavit,1,0,2,2,3,0,8,257,
1990,ARG,Roberto Marcello,Coutelier,0,2,1,1,2,1,7,266,
1990,BRA,Andre Antunes Nogueira,da Silva,0,2,2,2,1,0,7,266,
1990,BRA,Luciano Irineu,de Castro Filho,0,1,2,3,1,0,7,266,
1990,CUB,Li-Vang,Lozada Chang,0,1,1,2,3,0,7,266,
1990,NOR,Sigurd,Lovseth,2,1,2,0,2,0,7,266,
1990,PHI,Michael,Garcia,0,3,1,1,2,0,7,266,
1990,POL,Piotr,Kot,0,1,2,2,1,1,7,266,
1990,POR,Antonio Manuel,Serra,1,3,1,1,0,1,7,266,
1990,KOR,Aaram,Yun,0,0,2,3,2,0,7,266,
1990,TUN,Dammak,Hela,2,0,2,3,0,0,7,266,
1990,ALG,Sabri,Liabes,0,0,1,3,1,1,6,276,
1990,IDN,Tomy,Kusnadi,0,0,2,2,2,0,6,276,
1990,MEX,Gabriel,López Walle,1,1,1,1,1,1,6,276,
1990,MNG,Hashbajar,Dashseren,0,0,1,1,4,0,6,276,
1990,ALG,Djilali,Behloul,0,1,1,2,1,0,5,280,
1990,ARG,Pablo Sebastian,Armas,0,3,0,1,1,0,5,280,
1990,COL,Juan Carlos,Rivera,1,0,1,2,1,0,5,280,
1990,FIN,Jaakko,Ruohonen,0,0,3,0,2,0,5,280,
1990,HEL,Aikaterini,Terzoudi,1,1,1,0,2,0,5,280,
1990,HEL,Ekaterini,Varsou,2,1,1,0,1,0,5,280,
1990,ISL,Ólafur Örn,Jónsson,2,0,0,2,1,0,5,280,
1990,ISL,Birgir,Örn Arnarson,2,0,1,0,1,1,5,280,
1990,IDN,Kris,Pujianto,1,0,2,0,2,0,5,280,
1990,MAC,Tak,Shing Wong,3,0,1,0,0,1,5,280,
1990,PHI,Eric Angelo,Franco,0,0,1,0,4,0,5,280,
1990,PHI,Noel,Patron,1,1,1,0,2,0,5,280,
1990,PHI,Sherwin,Tobibio,0,2,1,0,2,0,5,280,
1990,POR,João Filipe,Sousa,0,1,1,1,2,0,5,280,
1990,TUN,Chrabekh,Ouahid,1,1,1,1,0,1,5,280,
1990,ALG,Amdjad,Zabian,0,1,1,1,1,0,4,295,
1990,IND,Himanshu,Nautiyal,0,0,0,2,1,1,4,295,
1990,KOR,Min-Sou,Yi,0,0,1,2,1,0,4,295,
1990,ESP,Jose Javier Villalmanzo,Manrique,2,0,0,2,0,0,4,295,
1990,BAH,Mohamed Rashid A.,Ebrahim,1,0,1,0,0,1,3,299,
1990,ISR,Roy,Wagner,0,0,0,2,1,0,3,299,
1990,MAC,Lai,Peng Wong,1,1,1,0,0,0,3,299,
1990,FIN,Janne,Peltonen,0,0,1,1,0,0,2,302,
1990,IDN,Christianto,Wibowo,0,0,1,0,1,0,2,302,
1990,MAC,Chi,Fai Chung,1,0,1,0,0,0,2,302,
1990,MAC,Edite Manuela Peixoto,Pereira,1,0,1,0,0,0,2,302,
1990,MNG,Zorigt,Gombosuren,0,1,0,1,0,0,2,302,
1990,POR,Tiago Paula Nogueira,Marques,0,0,0,0,2,0,2,302,
1990,IRL,Patrick James,Connoll,0,0,1,0,0,0,1,308,
1991,FRA,Vincent,Lafforgue,7,7,7,7,7,7,42,1,Gold medal
1991,HUN,Gyula,Lakos,7,7,7,7,7,7,42,1,Gold medal
1991,CHN,Wei,Luo,7,7,7,7,7,7,42,1,Gold medal
1991,ROU,Sergiu,Moroianu,7,7,7,7,7,7,42,1,Gold medal
1991,USS,Andris,Ambainis,7,7,7,7,7,7,42,1,Gold medal
1991,USS,Evgenia,Malinnikova,7,7,7,7,7,7,42,1,Gold medal
1991,USS,Alexander,Perlin,7,7,7,7,7,7,42,1,Gold medal
1991,USS,Mikhail,Temkin,7,7,7,7,7,7,42,1,Gold medal
1991,UNK,Michael,Fryers,7,7,7,7,7,7,42,1,Gold medal
1991,GER,Norbert,Hoffmann,7,6,7,7,7,7,41,10,Gold medal
1991,HUN,Zoltán,Újvári-Menyhárt,7,7,7,7,7,6,41,10,Gold medal
1991,CHN,Lizhao,Zhang,7,7,7,7,7,6,41,10,Gold medal
1991,ROU,Teodor,Bănică,7,7,6,7,7,7,41,10,Gold medal
1991,IRN,Behrang,Noohi,7,7,5,7,7,7,40,14,Gold medal
1991,CHN,Shaoyu,Wang,7,7,5,7,7,7,40,14,Gold medal
1991,CHN,Song,Wang,7,7,5,7,7,7,40,14,Gold medal
1991,ROU,Alexandru Dan,Ionescu,7,7,7,5,7,7,40,14,Gold medal
1991,CAN,Ian,Goldberg,7,7,4,7,7,7,39,18,Gold medal
1991,IRN,Payman L.,Kassaei,7,7,4,7,7,7,39,18,Gold medal
1991,USA,Joel,Rosenberg,7,7,4,7,7,7,39,18,Gold medal
1991,CZS,Michal,Stehlík,7,7,3,7,7,7,38,21,Silver medal
1991,GER,Michael,Dreher,7,7,7,7,7,3,38,21,Silver medal
1991,GER,Jakob,Stix,7,7,5,7,7,5,38,21,Silver medal
1991,IRN,Ayatollah,Karimzadeh,7,7,3,7,7,7,38,21,Silver medal
1991,JPN,Atsuo,Yamauchi,7,7,7,3,7,7,38,21,Silver medal
1991,POL,Grzegorz,Zwara,7,7,3,7,7,7,38,21,Silver medal
1991,KOR,Byung Hee,Choi,7,7,3,7,7,7,38,21,Silver medal
1991,ROU,Şerban,Nacu,7,7,3,7,7,7,38,21,Silver medal
1991,SWE,Andreas,Strömbergsson,7,7,3,7,7,7,38,21,Silver medal
1991,USA,Kiran,Kedlaya,7,7,4,6,7,7,38,21,Silver medal
1991,USA,Michail,Sunitsky,7,7,3,7,7,7,38,21,Silver medal
1991,VNM,Nguyễn Việt,Anh,7,7,3,7,7,7,38,21,Silver medal
1991,VNM,Đỗ Ngọc,Minh,7,7,3,7,7,7,38,21,Silver medal
1991,CZS,Michal,Konečný,7,7,5,7,4,7,37,34,Silver medal
1991,IND,Moses Samson,Charikar,7,7,5,4,7,7,37,34,Silver medal
1991,THA,Sirote,Sookprem,7,7,4,5,7,7,37,34,Silver medal
1991,USS,Vsevolod,Zhuhovitskij,6,7,3,7,7,7,37,34,Silver medal
1991,USA,Robert,Kleinberg,7,7,3,6,7,7,37,34,Silver medal
1991,BGR,Boshko Nentchev,Bakalov,7,7,3,7,7,5,36,39,Silver medal
1991,CAN,Jeffrey,Grossman,7,7,5,7,7,3,36,39,Silver medal
1991,GER,Bodo,Laß,7,7,1,7,7,7,36,39,Silver medal
1991,CHN,Zaoyang,Guo,7,7,4,7,7,4,36,39,Silver medal
1991,USS,Vladimir,Nekrashevich,6,7,3,7,6,7,36,39,Silver medal
1991,VNM,Hà Huy,Tài,7,7,3,7,7,5,36,39,Silver medal
1991,YUG,Igor,Dolinka,7,6,4,5,7,7,36,39,Silver medal
1991,YUG,Mladen,Laudanović,7,7,2,6,7,7,36,39,Silver medal
1991,BGR,Dantcho Petzov,Danev,7,7,6,7,7,1,35,47,Silver medal
1991,CZS,Michal,Kubeček,7,4,3,7,7,7,35,47,Silver medal
1991,GER,Jan-Christoph,Puchta,0,7,7,7,7,7,35,47,Silver medal
1991,HUN,Gergely,Harcos,7,7,4,7,7,3,35,47,Silver medal
1991,HUN,Balázs,Szendrői,7,7,5,7,7,2,35,47,Silver medal
1991,IND,K,Soundararajan,6,7,5,3,7,7,35,47,Silver medal
1991,JPN,Taku,Katagiri,7,7,4,7,7,3,35,47,Silver medal
1991,BGR,Milen Iakimov,Tchernev,7,7,4,2,7,7,34,54,Silver medal
1991,GER,Martin,Wiechert,0,7,6,7,7,7,34,54,Silver medal
1991,ROU,Dan,Ştefănică,7,7,3,7,7,3,34,54,Silver medal
1991,USA,Lenhard,Ng,7,7,3,7,7,3,34,54,Silver medal
1991,CZS,Richard,Kollár,7,7,3,7,7,2,33,58,Silver medal
1991,HUN,Máté,Matolcsi,7,4,4,7,7,4,33,58,Silver medal
1991,SGP,Chu Wee,Lim,7,7,7,1,7,4,33,58,Silver medal
1991,AUT,Gerhard,Kirchner,7,7,4,7,7,0,32,61,Silver medal
1991,CAN,Adam,Logan,7,7,5,7,5,1,32,61,Silver medal
1991,FRA,Patrick,Popescu-Pampu,7,7,5,3,7,3,32,61,Silver medal
1991,ISR,Gil,Alon,4,7,7,0,7,7,32,61,Silver medal
1991,CHN,Tongwei,Liu,7,7,3,7,7,1,32,61,Silver medal
1991,SWE,Peter,Grenholm,7,7,3,3,7,5,32,61,Silver medal
1991,AUT,Matthias,Langer,7,7,3,7,7,0,31,67,Silver medal
1991,IND,Rina,Panigrahy,7,7,3,7,7,0,31,67,Silver medal
1991,JPN,Hiroki,Kodama,6,3,3,6,6,7,31,67,Silver medal
1991,POL,Krzysztof,Ziemiański,5,7,3,7,7,2,31,67,Silver medal
1991,VNM,Phan Huy,Tu,7,7,3,7,7,0,31,67,Silver medal
1991,AUS,Anthony,Henderson,7,7,3,4,7,2,30,72,Bronze medal
1991,BGR,Iavor Kolev,Kostadinov,7,7,2,6,6,2,30,72,Bronze medal
1991,BGR,Georgi Shivkov,Nedev,7,7,4,5,7,0,30,72,Bronze medal
1991,IND,Nilakantan,Niranjan,7,6,3,7,7,0,30,72,Bronze medal
1991,IND,Thiagarajan,Sriram,7,6,3,7,7,0,30,72,Bronze medal
1991,IRN,Shahram,Mohsenipour,7,7,3,4,7,2,30,72,Bronze medal
1991,ISR,Alexander,Braverman,7,7,2,7,7,0,30,72,Bronze medal
1991,MAR,Cherif,Youssfi,4,7,3,7,7,2,30,72,Bronze medal
1991,NOR,Morten,Kloster,0,7,7,6,7,3,30,72,Bronze medal
1991,ROU,Radu Alexandru,Todor,7,7,1,7,7,1,30,72,Bronze medal
1991,COL,Juan Carlos,Vera,7,4,7,7,1,3,29,82,Bronze medal
1991,IRN,Medhi,Askari,4,7,3,7,7,1,29,82,Bronze medal
1991,JPN,Tatsuyuki,Iwata,7,7,7,7,0,1,29,82,Bronze medal
1991,SUI,Bea,Wollenmann,1,7,3,7,7,4,29,82,Bronze medal
1991,UNK,Robin,Michaels,7,7,4,7,3,1,29,82,Bronze medal
1991,FRA,Vincent,Lefevre,7,7,3,6,2,3,28,87,Bronze medal
1991,POL,Łukasz,Wiechecki,7,4,3,7,7,0,28,87,Bronze medal
1991,TUN,Nadir,Masmoudi,7,7,7,7,0,0,28,87,Bronze medal
1991,BEL,Etienne,de Poortere,7,7,7,5,1,0,27,90,Bronze medal
1991,BGR,Veselin Vladislavov,Vavrek,7,7,3,3,7,0,27,90,Bronze medal
1991,FRA,Guillaume,Texier,7,7,4,2,7,0,27,90,Bronze medal
1991,SGP,Chong Hui,Tan,7,7,4,2,7,0,27,90,Bronze medal
1991,VNM,Nguyễn,Hải Hà,7,7,3,3,7,0,27,90,Bronze medal
1991,YUG,Vladimir,Baltić,5,6,3,6,7,0,27,90,Bronze medal
1991,ARG,Hstau Young,Liao,7,7,0,5,7,0,26,96,Bronze medal
1991,AUT,Horng-Yang,Chen,7,7,0,5,7,0,26,96,Bronze medal
1991,AUT,Christoph,Stroh,7,7,3,0,7,2,26,96,Bronze medal
1991,BEL,François,Glineur,4,4,3,7,1,7,26,96,Bronze medal
1991,CZS,Štěpán,Kasal,0,2,3,7,7,7,26,96,Bronze medal
1991,JPN,Hiroki,Tamura,6,7,3,1,7,2,26,96,Bronze medal
1991,KOR,Seung Kyun,Lee,7,7,3,2,7,0,26,96,Bronze medal
1991,KOR,Jong Won,Park,7,7,3,7,0,2,26,96,Bronze medal
1991,USA,Ruby,Breydo,7,7,3,5,4,0,26,96,Bronze medal
1991,AUS,Angelo,Di Pasquale,1,4,0,7,7,6,25,105,Bronze medal
1991,FRA,Nicolas,Matsumoto,4,7,0,7,7,0,25,105,Bronze medal
1991,TUN,Valid,Ben Ameur,7,7,4,1,6,0,25,105,Bronze medal
1991,ARG,Gustavo Ernesto,Massaccesi,0,7,3,7,0,7,24,108,Bronze medal
1991,CUB,Mijail,Borges Quintana,7,7,3,0,7,0,24,108,Bronze medal
1991,FIN,Harri,Lappalainen,7,7,3,0,0,7,24,108,Bronze medal
1991,IND,Himanshu,Nautiyal,7,3,3,3,7,1,24,108,Bronze medal
1991,PHI,Wyant S.,Chan,0,7,3,7,7,0,24,108,Bronze medal
1991,POL,Maciej,Radziejewski,0,7,3,0,7,7,24,108,Bronze medal
1991,KOR,Jae Kyun,Kwon,7,6,3,7,1,0,24,108,Bronze medal
1991,SWE,Fredrik,Andréasson,0,4,3,7,7,3,24,108,Bronze medal
1991,YUG,Tomaž,Cedilnik,2,7,4,0,7,4,24,108,Bronze medal
1991,COL,Juan Carlos,Rivera,1,7,3,4,7,1,23,117,Bronze medal
1991,HEL,Alexandros,Karelas,7,7,2,7,0,0,23,117,Bronze medal
1991,HUN,Botond,Kőszegi,7,4,3,0,7,2,23,117,Bronze medal
1991,ISL,Frosti,Pétursson,7,7,1,1,7,0,23,117,Bronze medal
1991,ITA,Paolo,Gatti,5,5,3,5,0,5,23,117,Bronze medal
1991,MEX,Bernardo Manuel,Abrego Lerma,1,7,3,5,7,0,23,117,Bronze medal
1991,NZL,Michael,Burns,3,7,3,2,7,1,23,117,Bronze medal
1991,NZL,Diane,Maclagan,1,3,6,6,7,0,23,117,Bronze medal
1991,KOR,Jiwoong,Park,7,7,0,3,2,4,23,117,Bronze medal
1991,AUS,Joanna,Masel,4,6,4,7,0,1,22,126,Bronze medal
1991,BEL,Mario,Pickavet,0,7,4,7,1,3,22,126,Bronze medal
1991,BRA,Eduardo Sany,Laber,7,7,4,3,1,0,22,126,Bronze medal
1991,CAN,Peter,Milley,7,2,6,7,0,0,22,126,Bronze medal
1991,ISR,Rom,Pinchasi,3,3,2,3,7,4,22,126,Bronze medal
1991,NLD,Chris,Stolk,7,4,5,1,3,2,22,126,Bronze medal
1991,NOR,Jan Kristian,Haugland,1,7,5,2,7,0,22,126,Bronze medal
1991,CAN,Mark,van Raamsdonk,7,2,3,5,4,0,21,133,Bronze medal
1991,CUB,Alien Herrera,Torres,7,7,0,0,7,0,21,133,Bronze medal
1991,FRA,Bruno,Bensasson,7,7,4,1,2,0,21,133,Bronze medal
1991,HEL,Evgeniou,Theodoros,7,3,4,0,7,0,21,133,Bronze medal
1991,JPN,Junichirou,Nakashima,7,4,4,0,6,0,21,133,Bronze medal
1991,LUX,Pascal,Zeihen,0,7,3,4,7,0,21,133,Bronze medal
1991,PHI,Wilbin S.,Chan,7,3,3,1,7,0,21,133,Bronze medal
1991,POL,Jacek,Pliszka,4,4,2,0,7,4,21,133,Bronze medal
1991,THA,Soontorn,Oraintara,7,7,0,0,7,0,21,133,Bronze medal
1991,TUR,Mustafa,Arslan,7,6,3,0,5,0,21,133,Bronze medal
1991,VNM,Ngô Diên,Hy,7,7,0,0,7,0,21,133,Bronze medal
1991,ARG,Pablo Ariel,Milrud,7,7,0,5,0,1,20,144,Bronze medal
1991,HKG,Kin-Wah,Chan,0,6,4,7,2,1,20,144,Bronze medal
1991,NOR,Qiao,Shuo-Wang,7,2,3,2,6,0,20,144,Bronze medal
1991,ESP,Ignasi,Mundet Riera,0,7,3,2,7,1,20,144,Bronze medal
1991,TUR,Tolga,Etgü,5,6,4,1,2,2,20,144,Bronze medal
1991,TUR,Arafat,Şahin,7,6,0,0,7,0,20,144,Bronze medal
1991,UNK,Stephen,Wilcox,5,3,3,0,5,4,20,144,Bronze medal
1991,YUG,Kristina,Rogale,7,1,4,1,7,0,20,144,Bronze medal
1991,AUT,Clemens,Heuberger,0,3,4,7,5,0,19,152,Bronze medal
1991,HKG,Kar-Keung,To,0,6,3,7,3,0,19,152,Bronze medal
1991,POL,Janusz,Zieliński,4,4,4,6,1,0,19,152,Bronze medal
1991,TUR,Emre,Alkan,7,5,0,0,7,0,19,152,Bronze medal
1991,AUS,Luke,Kameron,7,2,4,3,0,2,18,156,Honourable mention
1991,AUS,Justin,Sawon,0,7,5,0,6,0,18,156,Honourable mention
1991,BEL,Bert,Sevenhant,0,7,3,7,1,0,18,156,Honourable mention
1991,NZL,Timothy,Sturge,4,3,4,7,0,0,18,156,Honourable mention
1991,THA,Thunyachate,Ekvetchavit,7,4,0,0,7,0,18,156,Honourable mention
1991,TTO,Adrian,Chung,4,7,0,7,0,0,18,156,Honourable mention
1991,BEL,Jerôme,Louveaux,7,3,3,1,3,0,17,162,Honourable mention
1991,CZS,Viliam,Búr,0,3,4,0,7,3,17,162,Honourable mention
1991,FIN,Jari,Lappalainen,4,3,0,3,7,0,17,162,Honourable mention
1991,HEL,Nikolaos,Komontakis,7,3,0,0,7,0,17,162,Honourable mention
1991,UNK,Oliver,Johnson,7,4,4,1,0,1,17,162,Honourable mention
1991,UNK,Luke,Pebody,0,7,5,4,0,1,17,162,Honourable mention
1991,UNK,Adam,Shepherd,1,7,3,4,0,2,17,162,Honourable mention
1991,YUG,Darko,Marinov,0,5,3,7,1,1,17,162,Honourable mention
1991,AUS,Meng,Tan,4,4,3,0,4,1,16,170,
1991,BRA,Fernando Lukas,Migliorância,6,1,3,5,1,0,16,170,
1991,COL,Andres Eduardo,Caicedo,7,4,3,0,2,0,16,170,Honourable mention
1991,SGP,Chek Beng,Chua,4,3,0,2,7,0,16,170,Honourable mention
1991,TUR,Ali Ulaş Özgür,Kişisel,2,6,4,0,4,0,16,170,
1991,ARG,German Maximiliano,Müller,7,1,0,7,0,0,15,175,Honourable mention
1991,COL,Giovanni,Yañez,0,5,3,7,0,0,15,175,Honourable mention
1991,HKG,Thomas Chi-Kin,Ko,0,4,3,1,7,0,15,175,Honourable mention
1991,IRN,Tolooe Hossein,Sharifi,4,4,3,0,4,0,15,175,
1991,MEX,Antonio Alberto,Loaiza Rivera,0,7,3,0,2,3,15,175,Honourable mention
1991,MAR,Noureddine,Frej,7,7,0,0,1,0,15,175,Honourable mention
1991,PHI,Jose Ernie C.,Lope,7,7,0,1,0,0,15,175,Honourable mention
1991,ESP,Marcos,Durantez Gamzukoff,5,5,3,0,2,0,15,175,
1991,THA,Pinai,Linwong,7,1,0,0,7,0,15,175,Honourable mention
1991,TTO,Desmond,Deonanan,0,7,3,4,1,0,15,175,Honourable mention
1991,TUR,Çetin,Ürtiş,7,2,1,0,5,0,15,175,Honourable mention
1991,BRA,Emerson Ferreira,Leite,7,4,0,0,3,0,14,186,Honourable mention
1991,CAN,Ka-Ping,Yee,3,2,0,7,2,0,14,186,Honourable mention
1991,FIN,Sampo,Sainio,0,6,3,3,0,2,14,186,
1991,HKG,Chi-Ho,Ngai,0,6,3,1,4,0,14,186,
1991,HKG,Wilkie,Wong,1,4,3,3,1,2,14,186,
1991,ITA,Marco,Lombardi,0,4,2,6,0,2,14,186,
1991,MEX,Jorge Alberto,Godínez García,0,3,3,1,7,0,14,186,Honourable mention
1991,KOR,Jong Hyun,Shin,4,0,0,2,7,1,14,186,Honourable mention
1991,DEN,Frederik,Schaffalitzky,1,6,0,5,0,1,13,194,
1991,IRL,Eoghan,Burns,0,3,3,1,4,2,13,194,
1991,ISR,Sefi,Ladkani,4,4,4,0,1,0,13,194,
1991,NLD,Segher,Boessenkool,4,2,0,7,0,0,13,194,Honourable mention
1991,NLD,Michiel,de Bondt,0,7,1,5,0,0,13,194,Honourable mention
1991,NZL,Kahn,Mason,2,4,3,3,0,1,13,194,
1991,ESP,Roger Espel,Llima,5,4,0,0,4,0,13,194,
1991,SWE,Frank,Wikström,0,2,5,3,3,0,13,194,
1991,BRA,Elcio,Deccache,1,4,2,2,1,2,12,202,
1991,CUB,Ariel Almendral,Vazquez,4,0,0,1,7,0,12,202,Honourable mention
1991,DEN,Robert Stephan K.,Udmark,1,4,0,0,7,0,12,202,Honourable mention
1991,MAR,Adil,Reghaï,4,0,1,0,7,0,12,202,Honourable mention
1991,NOR,Torsten,Mentzoni,0,4,3,2,0,3,12,202,
1991,POR,Miguel Jorge,Gil Mata,0,3,2,6,1,0,12,202,
1991,ESP,Ignacio,Uriarte Tuero,2,3,3,0,3,1,12,202,
1991,SWE,Patrik,Jansson,4,1,3,1,1,2,12,202,
1991,BEL,Stefaan,Delcroix,1,3,0,0,7,0,11,210,Honourable mention
1991,CUB,Alcides Morales,Guedes,7,3,0,0,1,0,11,210,Honourable mention
1991,ITA,Alberto,Canonaco,4,4,3,0,0,0,11,210,
1991,ITA,Federico,Ponchio,4,1,0,2,4,0,11,210,
1991,MAR,Kamal,Khales,0,7,3,0,1,0,11,210,Honourable mention
1991,MAR,Rachid,Sabouni,7,4,0,0,0,0,11,210,Honourable mention
1991,NLD,Wim,Oudshoorn,0,7,1,3,0,0,11,210,Honourable mention
1991,POR,António Manuel,Salgueiro,0,1,3,0,4,3,11,210,
1991,TUN,Mohamed,Essafi,7,2,0,0,2,0,11,210,Honourable mention
1991,COL,Daniel,Orjuela,0,2,3,4,1,0,10,219,
1991,CYP,Kyriaki,Papadopoulou,5,0,0,0,5,0,10,219,
1991,DEN,Kasper K.S.,Andersen,0,7,3,0,0,0,10,219,Honourable mention
1991,DEN,Bo,Markussen,1,1,3,3,2,0,10,219,
1991,ISR,Alexander,Gemintern,0,7,3,0,0,0,10,219,Honourable mention
1991,NLD,Raoul,Trines,0,3,3,0,0,4,10,219,
1991,THA,Wasuwat,Chandang,0,0,3,0,7,0,10,219,Honourable mention
1991,ALG,Nazim,Mahrour,0,0,0,7,2,0,9,226,Honourable mention
1991,CUB,Mirta,Castro Smirnova,2,5,0,0,2,0,9,226,
1991,HKG,Trevor Cheuk-Wah,Cheung,4,2,0,0,1,2,9,226,
1991,IDN,?,Nusufirmansyah,1,1,0,0,7,0,9,226,Honourable mention
1991,IRL,Damien,Fennell,0,3,2,1,1,2,9,226,
1991,IRL,Cathal,Walsh,1,2,0,1,3,2,9,226,
1991,ITA,Marco,Cammi,0,2,0,7,0,0,9,226,Honourable mention
1991,LUX,Tom,Krantz,4,3,0,1,0,1,9,226,
1991,MEX,Rodrigo,Pérez Blackaller,0,3,3,0,3,0,9,226,
1991,MNG,Dashdorjiin,Ganzorig,0,2,0,7,0,0,9,226,Honourable mention
1991,NZL,Christopher,Tuffley,4,1,3,1,0,0,9,226,
1991,POR,Luis Manuel,Gonçalves,0,1,3,0,4,1,9,226,
1991,AUT,Andreas,Knappe,1,3,0,0,4,0,8,238,
1991,CYP,Giorgos,Zacharia,2,3,0,1,2,0,8,238,
1991,HEL,Athanasia,Langouretou,4,0,3,0,1,0,8,238,
1991,ISR,Adi,Avidor,4,1,3,0,0,0,8,238,
1991,MEX,Raúl,Marín Carrera,1,0,0,0,7,0,8,238,Honourable mention
1991,SGP,Chee We,Ng,4,3,1,0,0,0,8,238,
1991,TTO,Marcus,Bosland,1,0,0,0,7,0,8,238,Honourable mention
1991,FIN,Janne,Peltonen,0,1,0,6,0,0,7,245,
1991,HEL,Christos,Adamaras,4,0,3,0,0,0,7,245,
1991,IDN,Ferry Mulyadi,Gunnwann,2,1,4,0,0,0,7,245,
1991,IRL,Barrie,Gilligan,1,0,1,0,3,2,7,245,
1991,MEX,Javier Flavio,Vigueras Gómez,4,1,1,0,1,0,7,245,
1991,MNG,Ulambayar,Bayansangiin,7,0,0,0,0,0,7,245,Honourable mention
1991,MNG,Dashhuugiin,Erdene,7,0,0,0,0,0,7,245,Honourable mention
1991,SGP,Ki Khoon,Pang,0,0,3,0,4,0,7,245,
1991,CYP,Timotheos,Timotheou,0,0,3,0,3,0,6,253,
1991,IRL,Fearghal,O Donnchu,1,1,2,0,0,2,6,253,
1991,ITA,Emanuele,Paolini,0,1,4,1,0,0,6,253,
1991,MAR,Youssef,El Ouerkhaoui,4,1,0,0,1,0,6,253,
1991,POR,Filipe João Figueira,Ribeiro,0,4,0,0,1,1,6,253,
1991,SWE,Per,Hallberg,0,2,0,4,0,0,6,253,
1991,ALG,Touffik,Hadji,0,2,3,0,0,0,5,259,
1991,ARG,Ariel Luis,Lombardi,0,4,0,0,1,0,5,259,
1991,BRA,Alessandro Jacoud,Peixoto,2,0,0,1,2,0,5,259,
1991,HEL,Aikaterini,Terzoudi,4,0,0,0,1,0,5,259,
1991,IDN,Yohan Usthavia,Frans,4,1,0,0,0,0,5,259,
1991,MNG,Dashtserengiin,Hashbayar,0,1,3,1,0,0,5,259,
1991,NZL,Keith,Wansbrough,0,1,3,1,0,0,5,259,
1991,TTO,Lesley,Barnes,0,0,3,0,2,0,5,259,
1991,TUN,Chicaz,Latiri,0,0,1,1,3,0,5,259,
1991,ARG,Roberto Marcello,Coutelier,0,1,3,0,0,0,4,268,
1991,BRA,Rogério Kiyoshi,Makita,0,0,2,0,1,1,4,268,
1991,DEN,Michael,Berger,2,0,0,2,0,0,4,268,
1991,IDN,Ongki,Kurniawan,0,1,0,0,3,0,4,268,
1991,IDN,Maria Imelda,Notohusodo,4,0,0,0,0,0,4,268,
