"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"East Asia & Pacific (excluding high income)","EAP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","258493474171.517","229423650916.865","229115939964.537","242317693215.562","266255721322.423","292571654216.571","314731930883.053","311774528666.169","320078194035.679","354457173978.612","399612948785.385","426717494895.708","448517511024.598","485838128609.25","506708416668.373","539415535571.076","557753348113.537","601014169455.38","654429262896.324","701138264395.218","754567719659.686","798442161496.33","846540555924.597","908721036461.132","994435382190.041","1066111006388","1139952910110.67","1240138668993.56","1358355065802.06","1438917828102.75","1516733404166.06","1637125823266.98","1813277001308.67","2010695952070.98","2224782064878.91","2441181662556.23","2659428646088.39","2846357113515.45","2896079808423.87","3073046284329.82","3303668573993.73","3525228008673.39","3802126694884.2","4133763696469.62","4503135699198.93","4940620394396.69","5472875380302.3","6138393436442.57","6656019587627.53","7168165091885.03","7868968060604.66","8535354433028.69","9176286660556.66","9837060248235.53","10501978686443","11185626871092.9","11897978594499.7","12668066692256.6","13469185514042.6",
"Early-demographic dividend","EAR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1115454398015.82","1164239059954.09","1213622499735.24","1278380534113.85","1384375421228.44","1458923961627.71","1517986923140.36","1600769580021.19","1714930592729.73","1822482668106.94","1979818485714.87","2097440536749.61","2243667031966.04","2413288547318.9","2568413418990.62","2625868714830.67","2822743888916.42","2928639851650.37","2957778203075.64","3057858913098.82","3114174052912.49","3229402394747.2","3232566454897","3236976627818.81","3303144753060.92","3335427123008.45","3436575491317.02","3538192049873.55","3668864858479.83","3736926585018.48","3956547138022.65","4151834093450.33","4324242572365.1","4466199005397.6","4598465829137.34","4726650203949.47","4987595402090.6","5223730818619.25","5326032899450.64","5409328297806.85","5651483827531.55","5707411445949.65","5798065202847.13","6076050174240.16","6483975860784.2","6880693324309.82","7304392252358.04","7733041949032.99","7999931675887.07","8050551256275.42","8547106475975.99","8972038614341.4","9351769416044.99","9753756074632.17","10145114175441.3","10617444052366","11125980638044.2","11648819108581","12127190156743.8",
"East Asia & Pacific","EAS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1335451565017.67","1414015817773.71","1502471733406.35","1620267000147.23","1792373341494.72","1910747969854.99","2082535489922.07","2260667655838.02","2496147750009.71","2786393772440.81","2873990974724.6","3021765126028.25","3246948479973.6","3497563544398.29","3517971469350.8","3637879942387.85","3790749278167.59","3982142035869.68","4205022969137.98","4449762781592.11","4609332484927.87","4820060435318.54","5009136450489.56","5213955159186.69","5514194960385.03","5817543459848.65","6082052637743.58","6439246138159.74","6917598059703.27","7270544174357","7641131800923.14","7981045562364.54","8253754040065.07","8513842420661.53","8881023753509.38","9335004669408.46","9809963204608.08","10149257270325.7","10138945390318.8","10442409690723.4","10952911358698.2","11245192705733.6","11649653181851","12145185226802.3","12771305036704.6","13415724380448.7","14158616154232","15072379409749.3","15603219548806.8","15818076685921","16935062447071.5","17716561748666.4","18546476176314.9","19427475810097.5","20229170594854.8","21065449182903.4","21917126764956.2","22922072765694.3","23886372700035.5",
"Europe & Central Asia (excluding high income)","ECA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470143950563.67","2435394714617.64","2308092666271.71","2067263378150.58","1953767381520.94","1749511830998.57","1727107847062.72","1726515946238.23","1773026337316.99","1743390736684.43","1779231218041.23","1921770857913.1","1971874425343.92","2079944876724.17","2218103800709.01","2404341287823.14","2577448885898.17","2789529481438.9","3004002742098.12","3136620277695.92","2949957335150.76","3099809011020.19","3287100179363.05","3408740773130.96","3546305959484.81","3625371732998.05","3655056291844.51","3718773933143.73","3868560697072.89","3975626172022.77",
"Europe & Central Asia","ECS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","8514140186407.46","8832260326691.73","9248516816797.25","9792717388499.81","10018867190992.2","9943354891536.36","10394037074432.8","10690263283152.9","11021255879957.5","11427319932546.7","11605457831025.1","11664955863901.2","11775478558018.4","12000834075202.4","12320437326518","12661274835666.6","13011848267173.6","13407242126869.8","13968370311880.3","14465011305368.8","14801354527675.3","14863905086467","14771775898705.7","14648330510882.8","14807452309344.2","15126041907756.6","15392554877041.4","15856077980387.4","16256186271309.6","16727844131610.7","17444012711381.6","17835482668051.2","18148584176676.3","18483568526377.2","19086814042282.4","19616461710107","20393928530339","21156883851762.7","21378396090144.3","20424229870534.6","20947234339481.3","21436041189649.4","21503458549249.1","21695819998786","22099658563377.7","22549166417994.6","22979466621003.8","23592515023391.7","24091912638859.2",
"Ecuador","ECU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","10168767411.0665","10689857241.4439","11215707027.0026","11451951118.3708","12300225236.4756","12703067759.1904","12659937587.1629","13244962663.9128","13497867066.9789","14128114602.6041","15098988653.7367","16049108549.3378","16854395152.4747","19205698245.4985","21358370782.4021","23701844116.8743","25455113995.4351","25863628384.4359","27339620380.6521","28360495038.3763","29412295887.7496","31063168090.3808","31254158536.0804","31148873036.3377","31966616073.5339","33224502867.2423","34375659633.5608","34286592743.4633","36306233273.873","36671393361.237","38020869118.8889","39652474795.4838","40490851303.0372","41289824101.1892","43048048229.3022","44017726512.0244","44780002396.8268","46718020342.0217","48244078213.3422","45957605225.5697","46459369846.8824","48324998854.176","50304778795.5961","51674511190.306","55917522371.5994","58876284437.4934","61468917240.185","62815127109.2433","66808366776.0763","67186830556.6821","69555367000","75028081292.3641","79261137178.2611","83181798259.0618","86333447251.9654","86418807383.1387","85358980969.676","87380611573.98","88583953594.8408",
"Egypt, Arab Rep.","EGY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15403072209.1839","16198042347.7791","16825816385.7968","18595571337.1933","20735471115.0257","21754420935.5267","22852236841.2059","23036257706.6214","22666112880.1856","23862774279.2879","25198735286.2253","26221135246.7703","27022369395.9887","27969997996.8325","28406033083.9317","30945290182.9185","35054728616.5489","38210721351.4442","41507835712.6966","43395483252.027","47739947868.0341","51248143667.4188","56325384963.6693","59194829227.9389","64963816822.1871","68726200035.8273","71986932154.3154","74746013177.6516","78828132517.0511","82707161342.0533","87394200285.0522","88377738633.3517","92330750431.455","95009072343.6832","98783946374.6233","103369950362.624","108526798673.925","114487475445.129","120870721735.066","128187556880.564","136353109167.482","141173535145.489","144547870668.648","149163941492.323","155267836796.357","162211017704.695","173312477288.906","185596566588.274","198878383182.198","208173162899.898","218888324504.753","222750766478.596","227709643593.4","232686160554.957","239471083953.363","249940805429.861","260804841091.839","271709667876.451","286148648497.897",
"Euro area","EMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2871236783185.56","3063011854724.57","3258735898098.59","3446687609462.57","3635832414908.89","3816318122255.58","4017224674470.7","4228620020500.86","4462978057856.64","4773317285811.12","5034156211407.58","5225377217565.9","5482325158963.19","5820953638998.26","6008280103283.67","5963080415445.05","6262935717366.35","6455946240799.63","6658057907101.57","6914012223472.13","7063119467586.55","7099425060450.74","7150359652435.47","7249162832803.82","7420813852427.84","7592193269658.3","7782544826288.95","7980495748940.86","8324778716531.56","8666332193401.66","8976820845197.59","9212070264146.58","9340291793675.05","9279487424226.48","9509934819066.58","9745641463926.36","9913186559596.74","10183205128754.1","10487402022183","10801005756409","11218669048369.9","11462471307926.5","11580355670865.9","11662822179047.3","11934873097708.6","12138440804921","12531970251668.2","12917554085750.3","12978599646010.8","12393980143903","12651387614510.3","12850721347195.6","12740466715436.5","12708848330466.3","12885918729456.4","13156469113618.8","13406076744150.7","13733317221997.8","13995683592185.8",
"Eritrea","ERI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179433456.90305","1338123427.62891","1622092104.73348","1668457645.41958","1822937442.10576","1967107820.49516","2001976435.22553","2002246306.47439","1939336012.36364","2109133320.04651","2172521829.09089","2114830167.75909","2145531908.7939","2200767544.94132","2179437333.32658","2210534025.98508","1994276818.23643","2071584990.21171","2117039512.19512","2300794306.42964","","","","","","","",
"Spain","ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","224147819025.919","250683949035.222","275635620736.643","302086989977.522","318123308791.017","338015988434.834","362508830812.602","378242940861.651","403195703839.28","439108407898.429","457948966202.287","479241181927.499","518298120355.182","558665589364.379","590055811943.231","593255114175.017","612855026287.534","630251371585.101","639471970413.889","639737648767.835","653867714099.553","653001544610.867","661140958805.749","672843919241.035","684852080710.238","700750482478.721","723548150160.144","763684253209.553","802588805081.049","841330009856.886","873144007866.8","895374259265.429","903694215028.917","894372683534.068","915687331433.623","940937354958.39","966105392900.925","1001750952717.03","1044886132833.35","1091746918945.16","1149490500814.16","1195482464482.66","1229910878223.45","1269115166553.55","1309304826679.13","1358050268792.21","1414736959945.11","1468058288554.62","1484466583143.37","1431415437122.94","1431616749640.29","1417318263210.38","1375822720570.93","1352355243630.25","1371017708643.57","1420986918954.26","1466069003021.3","1509745872740.23","1548723684488.31",
"Estonia","EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10507168850.136","11066554220.3539","12372254758.3177","12881652376.2825","12771327686.6326","14121011168.8073","15014689085.8925","15927040858.0414","17108216227.3352","18185135022.5104","19889757107.0738","21932809902.7181","23632206205.7045","22351469214.5471","19060348608.4809","19490936349.1753","20971721297.2151","21875027647.655","22298647061.5152","22942757718.395","23378735866.6264","24194442664.4494","25369490981.3235","26350212987.4088",
"Ethiopia","ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603581.96336","8302969570.96223","8986719589.93333","8730775888.12342","7757787405.46445","8507314752.23643","9686371611.63207","9735159432.1337","9700011205.55304","9964477334.01903","9253264787.04285","8450777235.35501","9561448857.12287","9866455689.20831","10471023887.6987","11772171512.2639","12141100401.7836","11721244257.5256","12326311978.1412","13074915711.7851","14160304516.1707","14374794288.769","14064103274.8829","15972968197.1422","17860775923.0952","19795942246.2104","22063798449.1645","24444156129.4695","26595865976.5256","29933790334.3418","33279878089.9327","36157859258.9667","39984181569.4229","44085556179.422","48667131302.6327","53258136694.1367","58319714683.1484","62291386041.403",
"European Union","EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4122285067756.09","4352906230862.65","4572054697795.06","4807458347200.46","5075142619096.57","5298166075947.08","5525991592592.41","5772341906812.77","6064718366780.35","6415842462585.93","6770713641010.18","7016769727776.76","7347344790066.08","7796181667946.49","7969803164025.86","7908272657863.94","8272351373100.7","8505081598272.9","8779344674483.24","9115561183202.81","9249644165108.65","9279231084996.23","9370406685731.37","9542046113705.81","9776174825599.92","10031923349844","10299367172594.9","10601477708470.1","11068470540219.1","11480394196132.3","11822409938832","11988343507094.9","12113425657330.6","12096014730303","12440368935477.5","12773347744184.4","13026371085457.6","13409181235911.8","13814817427439.2","14231241357670.2","14778004770458.6","15111046536160.9","15317919772850.9","15514587248265.4","15915940402514.9","16253770515799.8","16800785202779.7","17326064022377.2","17418855579789.1","16662216798308.1","17009614810443.3","17300706203630","17232169702771.8","17276458881285.9","17583666508201","17994924924671.9","18355348933520.8","18814564997520.5","19193098394690.8",
"Fragile and conflict affected situations","FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264710527094.568","260220579916.379","298680712401.013","244377040865.199","259325642605.833","276157497215.624","285017787997.883","295533826563.891","317119031154.933","341384043142.049","380951489694.981","406832762808.568","414235369067.92","425879461418.618","423195765982.268","403000340792.329","459574548003.845","490219607023.121","523513265097.084","552349907803.735","582764523185.189","609681183769.265","649697459092.748","614422232481.282","689899504019.113","716496363976.523","724262920946.629","740251963850.411","778833145918.34","802043120804.041","820887992175.281",
"Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","54020839834.6355","58128946694.1798","59862320225.3108","61828857088.9561","65067877138.9059","68518334138.5461","70144152940.6732","71665459589.2979","73316122941.6881","80349549608.1422","84635320495.2761","86630107555.3454","93331366979.2586","99849469096.2651","103081130725.907","104941639688.052","105303040819.575","105555252558.093","108637157806.075","116374216221.742","122645677924.149","124233662847.219","128069196072.583","132066309081.611","136311089463.963","141131994484.793","144979447530.263","150139405211.898","157961456050.64","165998063651.298","167119851165.76","157235671448.603","152008168119.698","150891678303.061","156835695262.809","163433977903.956","169413754324.023","180005176700.83","189776780339.204","198210715276.744","209379586716.485","214783238498.075","218392295141.416","222747002753.638","231492177438.401","237927555871.426","247575988035.367","260412309865.555","262289019320.092","240600244424.183","247799815768.477","254170297403.145","250545347666.329","248646122996.035","247075355590.897","248312368033.055","255195401932.3","262961826943.878","267320507829.469",
"Fiji","FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947698.51301","722498581.153346","748552617.958705","796151372.036741","834981909.492963","812435168.867152","812435168.867152","920910117.869458","993811403.151533","1019614826.89682","1149133552.97643","1228297210.20436","1320238654.74461","1473556233.66782","1511885640.31216","1519901827.13724","1561488822.32949","1653679307.34359","1684493991.55363","1890420346.01229","1860108269.89211","1977852947.56114","1859607282.04261","1785964546.18026","1935860987.58766","1846550527.46395","1989656493.87706","1858040318.99996","1875798629.86436","2015332395.17535","2132221728.89777","2074651682.07802","2201205463.61083","2248091836.12678","2362744523.3433","2421813101.87764","2538060153.26052","2482222810.54121","2514491755.78077","2735766980.72918","2689258981.99094","2743044147.33452","2830821574.15485","2859129746.53114","3010663631.43676","3031738288.38912","3087900727.57084","3061633390.88777","3093253763.44286","3050380106.78989","3140508835.9485","3225464089.99005","3270985505.31268","3425841168.87686","3617808676.11052","3786536320.71138","3886701171.59242","4088022323.9184","4292423440.1143",
"France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","608176285777.398","641664128970.243","684477080169.693","721077259044.247","768079514212.744","804778623588.979","846739845823.178","886436354593.11","924189897794.352","988795674791.155","1038354070752.8","1093560406468.51","1142895007278.48","1215406902968.55","1267680569981.33","1255512298177.4","1310211942471.63","1355601771262.2","1409534980791.88","1459573319701.95","1482616264567.88","1498465726468.74","1536008235461.47","1555068022646.43","1578607422854.54","1604224769674.78","1641719936320.68","1683779164604.12","1763643204276.3","1840253414764.51","1894061230965.3","1913914322970.61","1944524371735.37","1932299801031.77","1977870042656.88","2019537736636.02","2048073677368.04","2095922750995.76","2171138280548.45","2245421037160.75","2333523930935.07","2379814544504.35","2406838087998.32","2426650235289.13","2495318441285.82","2536821076615.56","2598956033979.84","2661973862752.29","2668760457227.89","2592078593389.96","2642609548930.36","2700554065723.3","2709010438795.09","2724623188696.84","2750675573588.84","2781288181538.99","2811756203263.22","2875307593512.96","2924903217192.47",
"Faroe Islands","FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320424601.26954","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","204090615.610811","206539213.278607","211803698.264369","219271921.151147","227474723.338265","244370047.246058","254164437.917243","274855088.21012","273385929.609443","292752623.143343","283643472.529491","266438401.016721","274313580.835887","278109396.940505","290800111.363042","295880951.523719","297655939.973105","303450791.213711","293950477.122429","299996309.623985","299604166.707487","293724716.417458","287210712.04182","290591735.701513","296525300","306450200.926878","300353437.593833","288764224.832153","282538297.972131","296471675.711075","298546984.664416","308100433.325089","312413839.391641",
"Gabon","GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2185116065.60131","2507788728.45896","2694599217.24474","2858765930.71952","2988967099.55027","3238047760.73506","3384019101.66093","3523276660.31173","3611668656.19117","3903596598.83735","4242403104.80399","4677619823.51501","5207920211.5722","5738213230.02661","8004066949.73228","9540056594.85938","12938733999.2861","11310770691.4855","8590620139.78418","8631374495.28825","8851728061.99458","9302752753.63112","9014598089.52999","9520158446.65818","10235017844.0222","9996240063.52899","9915910504.90297","8215724303.74084","9271063112.44527","10063304194.7561","10585814826.4062","11232873126.3755","10885760985.9173","11315373531.2553","11735485609.8244","12319190798.347","12765767503.6889","13498314143.8215","13967763046.8196","12720075459.928","12480560713.2671","12747049816.8665","12715305434.8118","13001060309.9028","13090708218.7965","13441042188.4756","13063808807.6346","13848696552.9606","13390522031.7449","13407974049.0581","14358584300.3006","15376859682.3653","16184310411.783","17096894961.6772","17834619899.8015","18526406863.2095","18913875956.0273","19004617596.7814","19236683662.1516",
"United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","724558361061.079","743205377406.73","753075094121.114","782868561011.181","822311690317.643","845245772817.275","862567488917.333","882501122554.945","917666480088.841","936501085850.921","993224721724.749","1027831874523.51","1072048689532.07","1141823804590.66","1113696181351.63","1097210627890.76","1129131797875.13","1156715478075.17","1205323193256.14","1250422686001.45","1225063972203.5","1215617352434.28","1240055438891.31","1292408912364.22","1321828225002.39","1377286531646.79","1420540553259.26","1495839432054.31","1581973602099.17","1622610512223.73","1634606777638.04","1616823912843.37","1622822748446.88","1663820881780.44","1728626014990.77","1771069041160.31","1815968947653.54","1893931320597.21","1957212850950.36","2020114886034.26","2089878756759.96","2149245864136.88","2202971142668.3","2276538398834.04","2329986786421.35","2403351645058.65","2464590928839.71","2527327110515.68","2518586070587.86","2411631668574.17","2452899665124.47","2493244223366.51","2529322974272.55","2581081905285.73","2657160857646.89","2719580793136.38","2768240513221.77","2818703538384.81","2858097953047.3",
"Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","6982078742.16024","7508222452.84829","7977486321.87752","8332989822.11306","8731152552.39051","9783441207.62341","10025183790.6845","10309585603.7875","10977931454.8839","11944899867.7953","12826546393.2429","13608653298.6089","14547180899.5721","15627909544.1821","16779740561.4006","17547626169.6737","18471933981.5912","18841656859.5869","19652203617.2347","20718713569.5606","21742561001.5596","19965046653.5716","20221007106.3454","21344396900.3301","19808624449.9271","16879280318.5773","13317752061.9424","7338081411.65909","5188023452.84183","4648469337.37306","4769329349.71666","5303494361.21865","5861371093.53083","6043360994.22095","6216760534.14128","6331045839.6454","6635281209.67289","6998485720.69797","7772428884.02626","8222801997.41906","9011333669.977","9860180665.4323","11100488133.3109","11368961454.3006","10953935925.4895","11638500813.5555","12478987824.7209","13271503113.9539","13720978510.9129","14355383493.2391","14768894125.5681","15189305952.9821","15923357459.4625","16674521685.4626",
"Ghana","GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7006722485.21856","7247030225.36389","7544822191.56204","7877245110.79634","8051279253.65703","8161501175.62329","7813960756.81338","8054268496.95871","8083977498.22647","8569515330.79163","9402769804.80786","9893229989.64744","9647120519.54785","9925399833.29743","10605539527.4848","9287098197.66372","8959246653.94356","9162989531.06795","9939638622.70324","9689662534.15216","9735368279.17332","9394331810.84224","8743901117.92262","8344852423.12535","9066479332.60807","9528109760.35767","10023491496.4597","10504107777.7624","11095296690.7877","11659589356.2018","12047715851.8011","12684055283.1414","13176122942.9543","13815164980.6586","14271065398.603","14857951393.3795","15541782825.0752","16193971587.7631","16955151545.4876","17701177685.5596","18356121266.9908","19090366135.7693","19949432531.3042","20986803037.6896","22162064005.5726","23469626649.8108","24971662219.8885","26057135218.8686","28441310710.1085","29819146309.648","32174772955.9748","36694403090.8751","40104336693.384","43036976343.112","44283946407.0262","45248542338.9784","46808618402.5263","50620453198.3387","53791055550.9925",
"Gibraltar","GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2888535539.9134","2983855446.26038","3172080529.88427","3299074013.00529","3441728043.61925","3531674956.06801","3647194182.70653","3831163929.01115","3983264933.90432","4166800764.82937","4352705709.59253","4578245659.19433","4745082481.79396","4925965217.44209","5049265110.07094","5233984722.02526","5504299592.41537","5573026346.48057","5703441700.85128","5874389394.01633","5943715439.22908","6349521090.83424","6612176405.92092","6538276170.46517","6853467857.6196","7238091620.52552","7666363112.76057","7968017943.82134","8263428353.60458","8578674004.4623","9507642041.85847","10777873046.0499","11711171452.3351",
"Gambia, The","GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","172396307.285248","172396307.285248","188905224.997596","193506054.977634","205414120.711582","205278799.98292","205774968.655222","224809830.772406","238025936.754551","267525512.428171","287191916.742387","297070101.15166","315834374.607593","311639515.612882","331179561.331426","342180995.34207","339564738.858774","376520342.812314","389831305.734665","386664843.800793","402483576.080668","412361861.682411","430822588.530011","456222690.109832","472459105.303368","487138596.178696","503597492.489574","518766358.330093","519567055.796184","524148847.072996","535803536.030335","562057904.009282","581729923.33909","618960634.003418","653003469.07867","690877673.4063","668424146.862301","714344882.61837","764706196.707623","757505142.48258","766020256.530079","793834647.860857","839358222.597469","893494275.576624","951806368.699129","910925126.164567","961934759.06352","1008001063.31398","998523479.180699","1057119308.54683","1061406948.40001","1109783031.57005","1183028657.50048",
"Guinea-Bissau","GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","347018853.999612","333447059.545825","354703845.745581","358640678.155719","374991971.170753","404412282.461226","424404222.892706","393974143.15114","445687360.089592","454575009.455355","382058242.397534","451468781.144581","470430840.765613","454444248.64063","495840588.598335","516499751.502647","512399530.486074","527259116.908327","551513036.224687","585155331.552818","620849806.697969","652513146.981025","659690791.409824","673544298.027336","695097715.701948","725682015.248673","809861128.99053","862502102.374914","620139186.442281","626498945.784591","660498964.42588","674956671.269269","668307149.840494","672106543.994864","690666107.478887","720130606.909959","736761000.674145","760801183.943933","785173961.94352","811626276.096028","849050127.504407","917693960.144275","901976771.588471","931344271.765525","940327653.067488","998008131.225057","1060511440.73317","1123284986.04762","1165969815.49882",
"Equatorial Guinea","GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164823625.345287","174332993.380166","178171240.962056","187087619.73134","188979789.625448","213367969.501364","208395308.724523","217641261.247788","223420207.349764","220673975.135883","216793281.866299","214577136.655075","289132649.495085","321033270.674926","374545778.598325","440039841.242576","733018355.315771","1832347705.69357","2267978887.20713","2850033339.01954","3369132140.08877","5504483893.3827","6575812458.086","7493483546.94777","10340911891.9249","12072880264.5669","13003085741.6938","14990232117.7878","17658359891.78","17895574579.7547","16298542027.9965","17361846462.6899","18805114508.9646","18027861797.9093","18102689377.1309","16453526925.8321","15002915342.6387","14299926158.7733","13878116919.8895",
"Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","56488152206.7234","62786319861.6199","63749159946.9305","70210810027.4557","76009057613.0146","83148330609.7444","88219419688.5285","93055111746.9691","99256406058.3417","109082522436.44","117755967331.064","126989421156.068","139891738262.256","151212307425.025","141476895274.227","150484458575.03","160795500162.002","165524498469.44","177519832755.341","183346176059.017","184587669956.207","181719692103.639","179661448556.809","177723579962.172","181296855424.633","185846602550.214","186808656263.818","182588903662.859","190418063349.87","197653949750.543","197653949750.543","203781222157.05","205207690736.387","201924367679.307","205962855046.137","210287497825.875","216306196961.633","226005797602.23","234808508199.108","242023226588.581","251509982285.871","261901399087.378","272175455326.753","287946747179.798","302519710645.089","304332233457.662","321534411242.933","332060633925.509","330947657806.954","316714480468.733","299361576558.217","272022398082.022","252163419407.33","243989731226.599","245794711441.894","244718538827.457","244251243206.09","247927466976.192","252723303555.798",
"Grenada","GRD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","265671122.377339","279861685.357341","295539770.739905","293959271.188744","298469157.578767","310778806.574048","322068079.421398","333560966.885645","353506939.261937","378939196.416168","413412905.765728","425678005.547573","441716406.815312","459440771.92993","465806534.302448","461841827.778543","452795198.094421","460463538.539553","470268995.165715","491140636.967902","515773769.13944","576395254.526778","616157088.234607","646274551.793201","633194600.876292","654959547.879999","716944745.47362","712302884.452897","806847301.238685","774632469.576978","822066708.874271","829856141.34603","774975419.935199","771013259.259259","776911332.002809","767936889.427134","785994301.613538","843718324.581439","898080308.938223","931629123.871904","978762255.054155","1026006951.86419",
"Greenland","GRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","726460342.636148","821342248.105121","872078805.651749","931432567.574174","984582475.667205","990945242.843205","1049997736.05855","1142631846.77565","1211380773.6871","1270261116.79366","1380469050.91134","1389653029.37658","1328235078.62707","1374155043.15382","1302979095.73067","1350621066.7489","1446479002.9269","1526264934.67375","1611790880.03658","1719128819.37969","1517654950.35005","1515932949.27188","1438443004.21401","1366119059.04945","1447053004.0362","1501008943.65321","1523968937.25218","1546354919.00926","1666320851.33621","1689280827.15457","1809246741.70089","1832206717.51925","1814412741.59421","1894792055.61779","2025657438.5235","2126686936.57652","2244839174.26788","2297647623.61978","2439323625.11335","2460447004.85411","2503156060.52524","2490727405.27373","2525452961.36271","2492665493.14557","2609982041.5711","2543962589.56989","2695471275.40406","2722088867.55214","",
"Guatemala","GTM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","6155111410.14065","6419690003.43296","6646722421.52514","7280889127.61817","7618212169.91451","7950501010.70796","8388740894.07998","8733700651.71688","9499299912.39665","9949273106.33761","10517166034.1936","11104418771.1324","11918711531.793","12727137989.4735","13538496842.2258","13802496288.5794","14822123351.9664","15979615674.7302","16778067504.539","17568894348.6704","18229480939.8262","18347399906.9612","17699720359.4727","17244467366.4345","17330120247.5996","17224521074.1927","17249160682.3726","17860468057.1686","18555666604.7594","19287240371.4395","19885639189.7317","20613105336.1289","21610437211.1361","22459107604.3773","23365049943.2479","24521280539.7157","25246566046.3979","26348348893.4186","27664061026.3959","28728314650.2739","29765081818.6909","30459375068.3905","31637124685.2608","32437793856.6106","33460259664.2781","34551101284.5752","36409873405.024","38705172401.373","39975120010.0166","40185406323.7085","41338521637.6882","43059051139.331","44337843556.4516","45977273275.7277","47896442426.645","49879376389.134","51421887403.853","52841305550.8891","54503164852.3008",
"Guam","GUM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4357462610.12088","4397577340.70887","4680386191.35423","4845859455.02971","4660328826.06023","4698437820.11883","4779670149.55952","4794713173.53002","4895000000","4901017209.5882","5000301167.79348","5091562179.88117","5179814587.17476","5208897766.85106","5221935054.29215","5231963736.93915","",
