"Timestamp","Borderlands 1","Borderlands 2","Borderlands Pre-Sequel ","Borderlands 3"
"2019/08/16 4:55:53 am GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 4:56:44 am GMT+3","Roland","Axton","Claptrap","Zane"
"2019/08/16 4:56:48 am GMT+3","Brick","Krieg","Jack","Moze"
"2019/08/16 4:56:57 am GMT+3","Mordecai","Zer0","Wilhelm","Zane"
"2019/08/16 4:59:32 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 5:00:34 am GMT+3","Roland","Maya","Athena","Fl4k"
"2019/08/16 5:01:36 am GMT+3","","Krieg","Athena","Amara"
"2019/08/16 5:03:55 am GMT+3","","Krieg","Claptrap","Fl4k"
"2019/08/16 5:07:15 am GMT+3","Roland","Salvador","Claptrap","Amara"
"2019/08/16 5:07:47 am GMT+3","Mordecai","Axton","Jack","Moze"
"2019/08/16 5:08:55 am GMT+3","Mordecai","Gaige","Athena","Moze"
"2019/08/16 5:08:57 am GMT+3","Lilith","Axton","Jack","Zane"
"2019/08/16 5:10:11 am GMT+3","Lilith","Zer0","Nisha","Fl4k"
"2019/08/16 5:10:30 am GMT+3","Roland","Axton","Wilhelm","Moze"
"2019/08/16 5:10:54 am GMT+3","Lilith","Zer0","Wilhelm","Zane"
"2019/08/16 5:11:39 am GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 5:13:53 am GMT+3","Mordecai","Salvador","Nisha","Moze"
"2019/08/16 5:14:06 am GMT+3","Mordecai","Maya","","Zane"
"2019/08/16 5:14:07 am GMT+3","","Salvador","Jack",""
"2019/08/16 5:19:00 am GMT+3","Mordecai","Axton","Athena","Zane"
"2019/08/16 5:21:30 am GMT+3","Lilith","Maya","Aurelia","Zane"
"2019/08/16 5:21:33 am GMT+3","Roland","Zer0","Athena","Moze"
"2019/08/16 5:22:35 am GMT+3","Roland","Salvador","","Zane"
"2019/08/16 5:22:36 am GMT+3","Lilith","Axton","Jack","Moze"
"2019/08/16 5:24:06 am GMT+3","Lilith","Gaige","Athena","Moze"
"2019/08/16 5:24:39 am GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 5:25:40 am GMT+3","Brick","Krieg","Jack","Zane"
"2019/08/16 5:25:44 am GMT+3","Mordecai","Gaige","Aurelia",""
"2019/08/16 5:26:43 am GMT+3","Mordecai","Krieg","Wilhelm","Zane"
"2019/08/16 5:29:33 am GMT+3","Roland","Salvador","Jack","Fl4k"
"2019/08/16 5:31:50 am GMT+3","Mordecai","Zer0","Nisha","Zane"
"2019/08/16 5:32:06 am GMT+3","Mordecai","Krieg","Nisha","Zane"
"2019/08/16 5:35:26 am GMT+3","Mordecai","Krieg","Athena","Zane"
"2019/08/16 5:40:11 am GMT+3","Lilith","Maya","Claptrap","Moze"
"2019/08/16 5:40:51 am GMT+3","Brick","Axton","Wilhelm","Moze"
"2019/08/16 5:42:28 am GMT+3","Brick","Krieg","Wilhelm","Moze"
"2019/08/16 5:42:46 am GMT+3","Lilith","Maya","Jack","Zane"
"2019/08/16 5:42:50 am GMT+3","Lilith","Maya","Jack","Zane"
"2019/08/16 5:44:34 am GMT+3","Lilith","Maya","Jack","Fl4k"
"2019/08/16 5:46:02 am GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 5:46:14 am GMT+3","Roland","Axton","Athena","Zane"
"2019/08/16 5:46:21 am GMT+3","","Gaige","Nisha","Moze"
"2019/08/16 5:46:32 am GMT+3","Roland","Maya","Nisha","Fl4k"
"2019/08/16 5:47:37 am GMT+3","Roland","Zer0","Aurelia","Fl4k"
"2019/08/16 5:53:12 am GMT+3","Roland","Maya","Aurelia","Fl4k"
"2019/08/16 5:53:18 am GMT+3","Mordecai","Axton","Wilhelm","Zane"
"2019/08/16 5:54:15 am GMT+3","Mordecai","Gaige","Athena","Moze"
"2019/08/16 5:55:28 am GMT+3","Lilith","Maya","Jack","Fl4k"
"2019/08/16 5:56:10 am GMT+3","Mordecai","Salvador","Athena","Zane"
"2019/08/16 5:56:37 am GMT+3","Lilith","Krieg","Claptrap","Zane"
"2019/08/16 6:01:11 am GMT+3","Lilith","Zer0","Nisha","Zane"
"2019/08/16 6:02:01 am GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/16 6:07:29 am GMT+3","Mordecai","Zer0","Claptrap","Fl4k"
"2019/08/16 6:07:55 am GMT+3","Lilith","Maya","Claptrap","Fl4k"
"2019/08/16 6:08:19 am GMT+3","Roland","Axton","Athena","Fl4k"
"2019/08/16 6:09:24 am GMT+3","Mordecai","Zer0","Jack","Fl4k"
"2019/08/16 6:10:32 am GMT+3","Roland","Gaige","","Moze"
"2019/08/16 6:13:23 am GMT+3","Mordecai","Krieg","Wilhelm","Moze"
"2019/08/16 6:18:13 am GMT+3","Mordecai","Krieg","Athena","Zane"
"2019/08/16 6:20:04 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 6:20:40 am GMT+3","Brick","Gaige","Jack","Zane"
"2019/08/16 6:20:45 am GMT+3","Mordecai","Gaige","Jack","Fl4k"
"2019/08/16 6:23:15 am GMT+3","Brick","Axton","Claptrap",""
"2019/08/16 6:24:51 am GMT+3","Lilith","Salvador","Claptrap","Moze"
"2019/08/16 6:26:34 am GMT+3","Mordecai","Axton","Athena","Zane"
"2019/08/16 6:27:03 am GMT+3","Lilith","Zer0","Nisha","Zane"
"2019/08/16 6:28:43 am GMT+3","Mordecai","Maya","Nisha","Fl4k"
"2019/08/16 6:29:38 am GMT+3","Brick","Maya","Jack","Moze"
"2019/08/16 6:31:59 am GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/16 6:32:47 am GMT+3","Roland","Axton","Wilhelm","Moze"
"2019/08/16 6:34:38 am GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 6:35:56 am GMT+3","Lilith","Maya","Nisha","Zane"
"2019/08/16 6:35:56 am GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/16 6:37:07 am GMT+3","Lilith","Zer0","Athena","Zane"
"2019/08/16 6:37:14 am GMT+3","Mordecai","Axton","Wilhelm","Zane"
"2019/08/16 6:37:54 am GMT+3","Roland","Maya","Athena","Moze"
"2019/08/16 6:39:14 am GMT+3","Lilith","Gaige","Athena","Fl4k"
"2019/08/16 6:40:30 am GMT+3","Mordecai","Salvador","Claptrap","Fl4k"
"2019/08/16 6:40:33 am GMT+3","Mordecai","Salvador","Claptrap","Fl4k"
"2019/08/16 6:41:22 am GMT+3","Lilith","Salvador","Nisha","Zane"
"2019/08/16 6:46:24 am GMT+3","Mordecai","Maya","Athena","Moze"
"2019/08/16 6:46:53 am GMT+3","Lilith","Krieg","Nisha","Amara"
"2019/08/16 6:47:22 am GMT+3","Lilith","Krieg","Athena","Moze"
"2019/08/16 6:47:29 am GMT+3","Lilith","Axton","Athena","Zane"
"2019/08/16 6:47:55 am GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/16 6:48:07 am GMT+3","Mordecai","Maya","Athena","Fl4k"
"2019/08/16 6:49:11 am GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 6:49:43 am GMT+3","Mordecai","Zer0","Jack","Moze"
"2019/08/16 6:50:18 am GMT+3","Roland","Zer0","Jack","Fl4k"
"2019/08/16 6:50:19 am GMT+3","Brick","Salvador","Athena","Moze"
"2019/08/16 6:51:28 am GMT+3","Mordecai","Zer0","Jack","Moze"
"2019/08/16 6:51:32 am GMT+3","Roland","Krieg","Jack","Amara"
"2019/08/16 6:51:59 am GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 6:52:16 am GMT+3","Roland","Salvador","Jack","Zane"
"2019/08/16 6:52:56 am GMT+3","Lilith","Gaige","Athena","Zane"
"2019/08/16 6:53:42 am GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/16 6:53:53 am GMT+3","Lilith","Zer0","Wilhelm","Zane"
"2019/08/16 6:54:42 am GMT+3","Roland","Maya","Aurelia","Moze"
"2019/08/16 6:57:23 am GMT+3","Roland","Gaige","Jack","Fl4k"
"2019/08/16 6:57:38 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 6:59:00 am GMT+3","Mordecai","Zer0","Athena",""
"2019/08/16 7:01:28 am GMT+3","Roland","Gaige","Jack","Fl4k"
"2019/08/16 7:02:55 am GMT+3","Brick","Maya","Aurelia","Zane"
"2019/08/16 7:03:15 am GMT+3","Brick","Maya","Aurelia","Zane"
"2019/08/16 7:04:35 am GMT+3","Brick","Krieg","Claptrap","Fl4k"
"2019/08/16 7:05:41 am GMT+3","Roland","Axton","Jack","Moze"
"2019/08/16 7:05:41 am GMT+3","Brick","Salvador","Jack","Moze"
"2019/08/16 7:08:04 am GMT+3","Mordecai","Salvador","Wilhelm","Fl4k"
"2019/08/16 7:08:05 am GMT+3","Mordecai","Zer0","Nisha","Moze"
"2019/08/16 7:08:29 am GMT+3","Roland","Salvador","Wilhelm",""
"2019/08/16 7:08:42 am GMT+3","Mordecai","Salvador","Nisha","Moze"
"2019/08/16 7:10:09 am GMT+3","Mordecai","Krieg","Claptrap","Fl4k"
"2019/08/16 7:10:25 am GMT+3","Lilith","Salvador","Athena","Moze"
"2019/08/16 7:10:57 am GMT+3","Lilith","Gaige","Nisha","Moze"
"2019/08/16 7:11:45 am GMT+3","Lilith","Zer0","Jack","Zane"
"2019/08/16 7:13:12 am GMT+3","Mordecai","Zer0","Nisha","Zane"
"2019/08/16 7:13:42 am GMT+3","Mordecai","Gaige","Athena","Fl4k"
"2019/08/16 7:13:51 am GMT+3","Roland","Gaige","Claptrap","Fl4k"
"2019/08/16 7:19:55 am GMT+3","Brick","Krieg","Athena","Fl4k"
"2019/08/16 7:20:18 am GMT+3","Roland","Maya","Athena","Fl4k"
"2019/08/16 7:22:27 am GMT+3","Mordecai","Maya","Wilhelm","Zane"
"2019/08/16 7:23:56 am GMT+3","Roland","Krieg","Athena","Zane"
"2019/08/16 7:24:32 am GMT+3","Mordecai","Salvador","Jack","Fl4k"
"2019/08/16 7:25:07 am GMT+3","Mordecai","Axton","","Zane"
"2019/08/16 7:26:05 am GMT+3","Lilith","Axton","Aurelia","Zane"
"2019/08/16 7:29:01 am GMT+3","Lilith","Axton","Nisha","Fl4k"
"2019/08/16 7:31:57 am GMT+3","Mordecai","Gaige","Jack","Fl4k"
"2019/08/16 7:32:36 am GMT+3","Brick","Zer0","Claptrap","Fl4k"
"2019/08/16 7:34:25 am GMT+3","Mordecai","Axton","Wilhelm","Zane"
"2019/08/16 7:34:42 am GMT+3","","Krieg","Nisha","Zane"
"2019/08/16 7:37:05 am GMT+3","Mordecai","Maya","Nisha","Fl4k"
"2019/08/16 7:38:30 am GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 7:39:08 am GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/16 7:41:17 am GMT+3","Lilith","Gaige","Claptrap","Fl4k"
"2019/08/16 7:41:47 am GMT+3","Mordecai","Krieg","Jack","Fl4k"
"2019/08/16 7:44:14 am GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 7:47:36 am GMT+3","Lilith","Maya","Aurelia","Fl4k"
"2019/08/16 7:49:46 am GMT+3","Mordecai","Krieg","Claptrap","Zane"
"2019/08/16 7:50:29 am GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/16 7:54:20 am GMT+3","Lilith","Gaige","Aurelia","Moze"
"2019/08/16 7:55:09 am GMT+3","Mordecai","Zer0","Athena","Moze"
"2019/08/16 7:55:50 am GMT+3","Lilith","Krieg","Jack","Zane"
"2019/08/16 7:57:19 am GMT+3","Brick","Axton","Nisha","Moze"
"2019/08/16 7:58:18 am GMT+3","Lilith","Maya","Claptrap","Fl4k"
"2019/08/16 8:01:49 am GMT+3","Roland","Gaige","Jack","Moze"
"2019/08/16 8:06:00 am GMT+3","Roland","Axton","Claptrap","Fl4k"
"2019/08/16 8:06:03 am GMT+3","Lilith","Krieg","Jack","Zane"
"2019/08/16 8:07:53 am GMT+3","Mordecai","Zer0","Nisha","Amara"
"2019/08/16 8:10:58 am GMT+3","Roland","Maya","","Zane"
"2019/08/16 8:11:13 am GMT+3","Mordecai","Gaige","Athena","Moze"
"2019/08/16 8:11:32 am GMT+3","Mordecai","Salvador","Claptrap","Zane"
"2019/08/16 8:11:45 am GMT+3","Mordecai","Maya","Nisha","Zane"
"2019/08/16 8:14:25 am GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 8:15:47 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 8:15:55 am GMT+3","Lilith","Zer0","Jack","Zane"
"2019/08/16 8:18:06 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 8:18:29 am GMT+3","Lilith","Maya","Claptrap","Amara"
"2019/08/16 8:18:44 am GMT+3","Roland","Salvador","Athena","Fl4k"
"2019/08/16 8:18:52 am GMT+3","Roland","Gaige","Claptrap","Moze"
"2019/08/16 8:24:37 am GMT+3","Brick","Maya","Athena","Moze"
"2019/08/16 8:26:01 am GMT+3","Lilith","Zer0","Claptrap","Moze"
"2019/08/16 8:26:15 am GMT+3","Lilith","Zer0","Claptrap","Moze"
"2019/08/16 8:26:23 am GMT+3","Roland","Krieg","Athena","Moze"
"2019/08/16 8:26:23 am GMT+3","Lilith","Gaige","Aurelia","Amara"
"2019/08/16 8:29:53 am GMT+3","Lilith","Salvador","Nisha","Moze"
"2019/08/16 8:30:06 am GMT+3","Roland","Axton","",""
"2019/08/16 8:31:30 am GMT+3","Mordecai","Maya","Claptrap","Fl4k"
"2019/08/16 8:31:34 am GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 8:33:24 am GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/16 8:34:44 am GMT+3","Lilith","Maya","Jack","Zane"
"2019/08/16 8:35:02 am GMT+3","Roland","Axton","Athena","Moze"
"2019/08/16 8:35:21 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 8:36:21 am GMT+3","Mordecai","Krieg","Jack","Fl4k"
"2019/08/16 8:36:27 am GMT+3","Lilith","Gaige","Athena","Moze"
"2019/08/16 8:38:09 am GMT+3","Lilith","Krieg","Jack","Fl4k"
"2019/08/16 8:38:31 am GMT+3","Brick","Maya","Wilhelm","Fl4k"
"2019/08/16 8:41:07 am GMT+3","Roland","Axton","Athena","Moze"
"2019/08/16 8:43:48 am GMT+3","Lilith","Maya","Jack","Amara"
"2019/08/16 8:44:16 am GMT+3","Mordecai","Zer0","Jack","Fl4k"
"2019/08/16 8:45:17 am GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/16 8:46:19 am GMT+3","Mordecai","Salvador","Athena","Fl4k"
"2019/08/16 8:46:26 am GMT+3","Lilith","Maya","","Zane"
"2019/08/16 8:47:29 am GMT+3","Lilith","Salvador","Jack","Moze"
"2019/08/16 8:48:31 am GMT+3","Roland","Krieg","Jack","Zane"
"2019/08/16 8:49:25 am GMT+3","","Gaige","Jack","Zane"
"2019/08/16 8:53:22 am GMT+3","Mordecai","Krieg","Jack","Fl4k"
"2019/08/16 8:54:23 am GMT+3","Mordecai","Axton","Athena","Moze"
"2019/08/16 8:55:44 am GMT+3","Roland","Gaige","Nisha","Amara"
"2019/08/16 8:59:22 am GMT+3","Lilith","Zer0","Athena","Fl4k"
"2019/08/16 9:00:32 am GMT+3","Mordecai","Zer0","Nisha","Fl4k"
"2019/08/16 9:02:38 am GMT+3","Lilith","Maya","Jack","Zane"
"2019/08/16 9:05:44 am GMT+3","Mordecai","Gaige","Jack","Fl4k"
"2019/08/16 9:05:49 am GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 9:05:56 am GMT+3","Mordecai","Krieg","Wilhelm","Fl4k"
"2019/08/16 9:06:19 am GMT+3","Mordecai","Zer0","Nisha","Zane"
"2019/08/16 9:08:33 am GMT+3","Brick","Axton","Wilhelm","Fl4k"
"2019/08/16 9:16:29 am GMT+3","Roland","Krieg","Athena","Zane"
"2019/08/16 9:16:49 am GMT+3","Lilith","Maya","Athena",""
"2019/08/16 9:20:02 am GMT+3","Brick","Zer0","Nisha","Moze"
"2019/08/16 9:21:36 am GMT+3","Mordecai","Krieg","Athena","Moze"
"2019/08/16 9:23:47 am GMT+3","Lilith","Gaige","Claptrap","Fl4k"
"2019/08/16 9:26:05 am GMT+3","Brick","Axton","Jack","Zane"
"2019/08/16 9:28:39 am GMT+3","Roland","Gaige","Nisha","Fl4k"
"2019/08/16 9:33:44 am GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/16 9:34:26 am GMT+3","Brick","Salvador","Claptrap","Fl4k"
"2019/08/16 9:34:57 am GMT+3","Mordecai","Salvador","Jack","Zane"
"2019/08/16 9:41:02 am GMT+3","Mordecai","Maya","Aurelia","Fl4k"
"2019/08/16 9:41:08 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 9:43:03 am GMT+3","Roland","Salvador","Claptrap","Moze"
"2019/08/16 9:52:07 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 9:52:57 am GMT+3","Lilith","Salvador","Athena","Fl4k"
"2019/08/16 9:53:01 am GMT+3","Lilith","Salvador","Athena","Fl4k"
"2019/08/16 9:54:37 am GMT+3","Lilith","Gaige","Jack","Fl4k"
"2019/08/16 9:59:02 am GMT+3","Lilith","Zer0","Nisha","Fl4k"
"2019/08/16 9:59:24 am GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/16 10:00:00 am GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/16 10:00:12 am GMT+3","Lilith","Axton","Athena","Zane"
"2019/08/16 10:02:39 am GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/16 10:05:19 am GMT+3","Roland","Axton","Aurelia","Fl4k"
"2019/08/16 10:05:24 am GMT+3","Lilith","Maya","Nisha","Moze"
"2019/08/16 10:09:10 am GMT+3","Lilith","Salvador","Athena","Amara"
"2019/08/16 10:10:41 am GMT+3","Lilith","Zer0","Nisha","Fl4k"
"2019/08/16 10:11:58 am GMT+3","Roland","Gaige","Aurelia","Amara"
"2019/08/16 10:14:59 am GMT+3","Roland","Axton","Wilhelm","Amara"
"2019/08/16 10:15:02 am GMT+3","Brick","Axton","Jack","Zane"
"2019/08/16 10:16:14 am GMT+3","Lilith","Salvador","Jack","Zane"
"2019/08/16 10:18:08 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 10:20:16 am GMT+3","Lilith","Gaige","Nisha","Zane"
"2019/08/16 10:22:34 am GMT+3","Mordecai","Zer0","Aurelia","Amara"
"2019/08/16 10:24:09 am GMT+3","Mordecai","Zer0","Claptrap","Fl4k"
"2019/08/16 10:24:30 am GMT+3","Brick","Gaige","Claptrap","Moze"
"2019/08/16 10:26:03 am GMT+3","Brick","Salvador","Athena","Moze"
"2019/08/16 10:26:21 am GMT+3","Brick","Krieg","Athena","Moze"
"2019/08/16 10:28:20 am GMT+3","Lilith","Gaige","Athena","Moze"
"2019/08/16 10:28:38 am GMT+3","","Salvador","Nisha","Fl4k"
"2019/08/16 10:29:20 am GMT+3","Lilith","Salvador","Nisha","Moze"
"2019/08/16 10:29:43 am GMT+3","Brick","Zer0","Nisha","Moze"
"2019/08/16 10:33:59 am GMT+3","Mordecai","Zer0","Nisha","Fl4k"
"2019/08/16 10:36:24 am GMT+3","Lilith","Gaige","Jack","Moze"
"2019/08/16 10:36:54 am GMT+3","Mordecai","Zer0","Jack","Zane"
"2019/08/16 10:37:16 am GMT+3","Brick","Maya","Nisha","Fl4k"
"2019/08/16 10:39:34 am GMT+3","Lilith","Salvador","Athena","Amara"
"2019/08/16 10:41:30 am GMT+3","Roland","Zer0","Jack","Zane"
"2019/08/16 10:47:38 am GMT+3","","Axton","Aurelia","Moze"
"2019/08/16 10:50:04 am GMT+3","Lilith","Gaige","Athena",""
"2019/08/16 10:52:29 am GMT+3","Roland","Krieg","Wilhelm","Moze"
"2019/08/16 10:52:41 am GMT+3","Roland","Axton","Wilhelm","Fl4k"
"2019/08/16 10:57:07 am GMT+3","Lilith","Krieg","Jack","Amara"
"2019/08/16 10:57:54 am GMT+3","Brick","Krieg","Jack","Moze"
"2019/08/16 10:59:41 am GMT+3","Mordecai","Krieg","Jack","Fl4k"
"2019/08/16 11:01:48 am GMT+3","Lilith","Maya","Aurelia","Moze"
"2019/08/16 11:03:26 am GMT+3","Mordecai","Axton","Nisha","Moze"
"2019/08/16 11:05:42 am GMT+3","Lilith","Maya","Claptrap","Amara"
"2019/08/16 11:08:13 am GMT+3","Mordecai","Axton","Wilhelm","Zane"
"2019/08/16 11:12:54 am GMT+3","Brick","Salvador","Jack","Moze"
"2019/08/16 11:13:16 am GMT+3","Mordecai","Maya","Wilhelm","Amara"
"2019/08/16 11:14:32 am GMT+3","Mordecai","Gaige","Athena","Zane"
"2019/08/16 11:16:11 am GMT+3","Lilith","Gaige","Athena","Amara"
"2019/08/16 11:16:38 am GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/16 11:17:57 am GMT+3","Brick","Axton","Wilhelm",""
"2019/08/16 11:20:49 am GMT+3","Lilith","Zer0","Nisha","Fl4k"
"2019/08/16 11:20:57 am GMT+3","Roland","Maya","Nisha","Fl4k"
"2019/08/16 11:27:47 am GMT+3","Mordecai","Salvador","Nisha","Fl4k"
"2019/08/16 11:28:07 am GMT+3","Lilith","Maya","Athena","Fl4k"
"2019/08/16 11:30:13 am GMT+3","Mordecai","Maya","Wilhelm","Fl4k"
"2019/08/16 11:33:10 am GMT+3","Lilith","Salvador","Athena","Fl4k"
"2019/08/16 11:33:39 am GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 11:36:55 am GMT+3","Mordecai","Zer0","Jack","Zane"
"2019/08/16 11:40:05 am GMT+3","Mordecai","Maya","Jack","Zane"
"2019/08/16 11:43:44 am GMT+3","Roland","Krieg","Jack","Zane"
"2019/08/16 11:44:44 am GMT+3","Lilith","Salvador","Aurelia","Amara"
"2019/08/16 11:46:12 am GMT+3","Brick","Maya","Claptrap","Zane"
"2019/08/16 11:47:42 am GMT+3","Mordecai","Zer0","Nisha","Moze"
"2019/08/16 11:48:24 am GMT+3","Roland","Axton","Nisha","Fl4k"
"2019/08/16 11:53:16 am GMT+3","Mordecai","Zer0","Jack","Zane"
"2019/08/16 11:53:58 am GMT+3","Lilith","Maya","Athena","Zane"
"2019/08/16 11:55:15 am GMT+3","Mordecai","Salvador","Jack","Zane"
"2019/08/16 11:59:46 am GMT+3","Brick","Salvador","Athena","Amara"
"2019/08/16 12:03:25 pm GMT+3","Lilith","Gaige","Athena","Moze"
"2019/08/16 12:11:14 pm GMT+3","","Axton","","Zane"
"2019/08/16 12:12:13 pm GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 12:14:32 pm GMT+3","","Krieg","Jack","Fl4k"
"2019/08/16 12:19:17 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 12:21:18 pm GMT+3","Roland","Zer0","Wilhelm","Zane"
"2019/08/16 12:23:12 pm GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 12:23:30 pm GMT+3","Lilith","Gaige","Athena","Fl4k"
"2019/08/16 12:28:09 pm GMT+3","Lilith","Krieg","Nisha","Fl4k"
"2019/08/16 12:30:20 pm GMT+3","Roland","Axton","Wilhelm","Zane"
"2019/08/16 12:30:53 pm GMT+3","Roland","Gaige","Jack","Moze"
"2019/08/16 12:32:03 pm GMT+3","Lilith","Maya","Nisha","Amara"
"2019/08/16 12:37:27 pm GMT+3","Mordecai","Maya","Athena",""
"2019/08/16 12:40:31 pm GMT+3","Brick","Salvador","Jack","Fl4k"
"2019/08/16 12:42:27 pm GMT+3","Brick","Krieg","Wilhelm","Moze"
"2019/08/16 12:45:25 pm GMT+3","Lilith","Maya","Aurelia","Fl4k"
"2019/08/16 12:51:00 pm GMT+3","Lilith","Gaige","","Fl4k"
"2019/08/16 12:51:05 pm GMT+3","Mordecai","Zer0","Aurelia","Fl4k"
"2019/08/16 12:52:42 pm GMT+3","Roland","Salvador","Nisha","Zane"
"2019/08/16 1:03:03 pm GMT+3","Brick","Krieg","Nisha","Moze"
"2019/08/16 1:04:01 pm GMT+3","Roland","Zer0","Wilhelm","Amara"
"2019/08/16 1:07:43 pm GMT+3","Lilith","Gaige","Jack","Zane"
"2019/08/16 1:08:44 pm GMT+3","Mordecai","Krieg","Jack","Zane"
"2019/08/16 1:32:06 pm GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 1:32:19 pm GMT+3","Mordecai","Gaige","Athena","Amara"
"2019/08/16 1:35:42 pm GMT+3","Mordecai","Zer0","Nisha","Fl4k"
"2019/08/16 1:39:16 pm GMT+3","Mordecai","Zer0","Athena","Fl4k"
"2019/08/16 1:39:48 pm GMT+3","Mordecai","Zer0","Athena","Zane"
"2019/08/16 1:40:48 pm GMT+3","Brick","Salvador","Nisha","Fl4k"
"2019/08/16 1:48:51 pm GMT+3","Lilith","Salvador","Nisha","Zane"
"2019/08/16 1:49:29 pm GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 1:50:09 pm GMT+3","Lilith","Maya","Jack","Fl4k"
"2019/08/16 1:50:48 pm GMT+3","","","",""
"2019/08/16 1:55:08 pm GMT+3","Lilith","Gaige","Athena","Zane"
"2019/08/16 1:55:54 pm GMT+3","Mordecai","Zer0","Wilhelm","Fl4k"
"2019/08/16 1:56:35 pm GMT+3","Lilith","Maya","Athena","Moze"
"2019/08/16 1:56:47 pm GMT+3","Roland","Gaige","Wilhelm","Moze"
"2019/08/16 2:00:43 pm GMT+3","Mordecai","Maya","Athena","Zane"
"2019/08/16 2:00:55 pm GMT+3","","Krieg","Athena",""
"2019/08/16 2:03:56 pm GMT+3","Roland","Axton","Athena","Moze"
"2019/08/16 2:04:19 pm GMT+3","Mordecai","Axton","Claptrap","Fl4k"
"2019/08/16 2:05:39 pm GMT+3","Lilith","Krieg","Athena","Moze"
"2019/08/16 2:12:59 pm GMT+3","Roland","Krieg","Claptrap","Zane"
"2019/08/16 2:15:44 pm GMT+3","Roland","Gaige","Athena","Fl4k"
"2019/08/16 2:20:14 pm GMT+3","Mordecai","Zer0","Nisha","Fl4k"
"2019/08/16 2:23:30 pm GMT+3","Mordecai","Zer0","Nisha","Amara"
"2019/08/16 2:23:52 pm GMT+3","Lilith","Maya","Claptrap","Zane"
"2019/08/16 2:33:07 pm GMT+3","Roland","Maya","Wilhelm","Moze"
"2019/08/16 2:35:29 pm GMT+3","","","Claptrap",""
"2019/08/16 2:37:40 pm GMT+3","Lilith","Maya","Jack","Amara"
"2019/08/16 2:39:13 pm GMT+3","Mordecai","Zer0","Wilhelm","Fl4k"
"2019/08/16 2:39:58 pm GMT+3","Mordecai","Maya","Athena","Zane"
"2019/08/16 2:49:34 pm GMT+3","Mordecai","Maya","Nisha","Amara"
"2019/08/16 2:54:14 pm GMT+3","Lilith","Krieg","Jack","Fl4k"
"2019/08/16 2:55:54 pm GMT+3","Lilith","Salvador","Claptrap","Amara"
"2019/08/16 2:56:42 pm GMT+3","Lilith","Maya","Athena","Amara"
"2019/08/16 3:02:56 pm GMT+3","Mordecai","Axton","Wilhelm","Zane"
"2019/08/16 3:03:21 pm GMT+3","Roland","Zer0","Wilhelm","Zane"
"2019/08/16 3:03:41 pm GMT+3","Brick","Krieg","Nisha","Amara"
"2019/08/16 3:05:16 pm GMT+3","Mordecai","Krieg","Wilhelm","Fl4k"
"2019/08/16 3:09:12 pm GMT+3","Brick","Zer0","Athena","Fl4k"
"2019/08/16 3:10:04 pm GMT+3","Lilith","Gaige","Nisha","Fl4k"
