"endTime","artistName","trackName","msPlayed"
"2019-01-10 20:14:00","Dire Straits","Communiqué",348960
"2019-01-10 20:17:00","The Cars","Lust for Kicks",205730
"2019-01-10 20:22:00","Fleetwood Mac","The Chain - 2004 Remaster",270213
"2019-01-10 20:25:00","Fleetwood Mac","You Make Loving Fun - 2004 Remaster",160766
"2019-01-10 20:30:00","Oasis","Don't Look Back in Anger - Remastered",289560
"2019-01-10 20:51:00","Oasis","Stand by Me",125230
"2019-01-11 09:12:00","Arctic Monkeys","A Certain Romance",336775
"2019-01-11 09:14:00","Arctic Monkeys","Red Light Indicates Doors Are Secured",143626
"2019-01-11 09:14:00","Interpol","Rest My Chemistry",13732
"2019-01-11 09:17:00","Arctic Monkeys","Balaclava",172964
"2019-01-11 09:20:00","Arctic Monkeys","Brianstorm",172866
"2019-01-11 09:28:00","Arctic Monkeys","Teddy Picker",106563
"2019-01-11 13:23:00","Arctic Monkeys","Do Me a Favour",239944
"2019-01-11 13:26:00","Arctic Monkeys","This House is a Circus",191680
"2019-01-11 13:27:00","Arctic Monkeys","If You Were There, Beware",47004
"2019-01-11 13:29:00","Arctic Monkeys","The Bad Thing",145213
"2019-01-11 13:34:00","Arctic Monkeys","Old Yellow Bricks",189582
"2019-01-11 14:04:00","Art Blakey","Buhaina Chant",51740
"2019-01-11 14:15:00","Carlos ""Patato"" Valdez","La Ambulancia",653794
"2019-01-11 14:22:00","Carlos ""Patato"" Valdez","Quedate Sin Amor",53230
"2019-01-11 14:22:00","Carlos ""Patato"" Valdez","Como Suena Mi Son",412685
"2019-01-11 16:16:00","Arctic Monkeys","505",275389
"2019-01-11 16:16:00","Arctic Monkeys","Teddy Picker",11272
"2019-01-11 16:19:00","Arctic Monkeys","Arabella",207356
"2019-01-11 16:33:00","Arctic Monkeys","Arabella",207356
"2019-01-11 16:38:00","Arctic Monkeys","I Want It All",185406
"2019-01-11 17:27:00","Arctic Monkeys","Settle For A Draw",200026
"2019-01-12 11:04:00","The Black Keys","Fever",244700
"2019-01-12 11:11:00","The Black Keys","Weight of Love",410186
"2019-01-12 11:15:00","The Black Keys","In Time",268120
"2019-01-12 11:23:00","The Black Keys","Turn Blue",222960
"2019-01-12 11:27:00","The Black Keys","Fever",246306
"2019-01-12 11:31:00","The Black Keys","Year in Review",228120
"2019-01-12 11:35:00","The Black Keys","Bullet in the Brain",255946
"2019-01-12 11:39:00","The Black Keys","It's Up to You Now",190720
"2019-01-12 11:42:00","The Black Keys","Waiting on Words",217120
"2019-01-12 11:46:00","The Black Keys","10 Lovers",213226
"2019-01-12 11:50:00","The Black Keys","In Our Prime",278106
"2019-01-12 11:54:00","The Black Keys","Gotta Get Away",180173
"2019-01-12 11:57:00","The Black Keys","Thickfreakness",228373
"2019-01-12 11:58:00","MGMT","Time to Pretend",21536
"2019-01-12 12:01:00","The Black Keys","Lonely Boy",193653
"2019-01-12 12:06:00","The Black Keys","Dead and Gone",221026
"2019-01-12 12:10:00","The Black Keys","Gold on the Ceiling",224333
"2019-01-12 12:23:00","The Black Keys","Little Black Submarines",251266
"2019-01-12 12:26:00","The Black Keys","Money Maker",177240
"2019-01-12 12:29:00","The Black Keys","Run Right Back",197000
"2019-01-12 12:33:00","The Black Keys","Sister",205186
"2019-01-12 12:37:00","The Black Keys","Hell of a Season",225013
"2019-01-12 12:40:00","The Black Keys","Stop Stop",162900
"2019-01-12 12:40:00","Queens of the Stone Age","I Sat By The Ocean",36304
